Governo,Ministro,nome,cognome,gender
V Governo Andreotti,MInistro della Marina Mercantile,LUIGI,PRETI,male
I Governo Cossiga,Ministro dei Trasporti,LUIGI,PRETI,male
IV Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",ROMANO,PRODI,male
IV Governo Andreotti,Ministro dell'Interno,VIRGINIO,ROGNONI,male
V Governo Andreotti,Ministro dell'Interno,VIRGINIO,ROGNONI,male
I Governo Cossiga,Ministro dell'Interno,VIRGINIO,ROGNONI,male
III Governo Andreotti,Ministro dei Trasporti,ATTILIO,RUFFINI,male
III Governo Andreotti,Ministro della Marina Mercantile,ATTILIO,RUFFINI,male
III Governo Andreotti,Ministro della Difesa,ATTILIO,RUFFINI,male
IV Governo Andreotti,Ministro della Difesa,ATTILIO,RUFFINI,male
V Governo Andreotti,Ministro della Difesa,ATTILIO,RUFFINI,male
I Governo Cossiga,Ministro della Difesa,ATTILIO,RUFFINI,male
IV Governo Moro,Ministro degli Affari Esteri,MARIANO,RUMOR,male
V Governo Moro,Ministro degli Affari Esteri,MARIANO,RUMOR,male
IV Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male
V Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male
V Governo Rumor,Ministro di Grazia e Giustizia,MARIO,ZAGARI,male
V Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,LUIGI,BERTOLDI,male
V Governo Rumor,MInistro dell'Agricoltura e Foreste,ANTONIO,BISAGLIA,male
IV Governo Moro,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male
V Governo Moro,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male
III Governo Andreotti,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male
IV Governo Andreotti,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male
V Governo Andreotti,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male
VII Governo De Gasperi,Ministro della Difesa,RANDOLFO,PACCIARDI,male
I Governo Craxi,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male
I Governo Craxi,Ministro delle Finanze,BRUNO,VISENTINI,male
I Governo Craxi,Ministro della Marina Mercantile,GIANUARIO,CARTA,male
II Governo Cossiga,Ministro della Sanità,ALDO,ANIASI,male
I Governo Forlani,Ministro della Sanità,ALDO,ANIASI,male
I Governo Spadolini,Ministro senza Portafoglio,ALDO,ANIASI,male
II Governo Spadolini,Ministro senza Portafoglio,ALDO,ANIASI,male
I Governo Spadolini,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male
II Governo Spadolini,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male
V Governo Fanfani,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male
I Governo Craxi,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male
II Governo Cossiga,Ministro senza Portafoglio,NICOLA,CAPRIA,male
I Governo Forlani,MInistro senza Portafoglio,NICOLA,CAPRIA,male
II Governo Cossiga,Ministro delle Poste e Telecomunicazioni,CLELIO,DARIDA,male
I Governo Forlani,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male
I Governo Spadolini,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male
II Governo Spadolini,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male
V Governo Fanfani,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male
I Governo Craxi,Ministro delle Partecipazioni Statali,CLELIO,DARIDA,male
I Governo Forlani,Ministro senza Portafoglio,CLELIO,DARIDA,male
II Governo Cossiga,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male
I Governo Forlani,MInistro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male
I Governo Spadolini,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male
II Governo Spadolini,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male
V Governo Fanfani,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male
I Governo Craxi,Ministro del Lavoro e della Previdenza Sociale,GIANNI,DE MICHELIS,male
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,PIETRO,LONGO,male
I Governo Spadolini,Ministro della Marina Mercantile,CALOGERO,MANNINO,male
II Governo Spadolini,Ministro della Marina Mercantile,CALOGERO,MANNINO,male
V Governo Fanfani,Ministro dell'Agricoltura e Foreste,CALOGERO,MANNINO,male
V Governo Fanfani,Ministro dei Beni Culturali e Ambientali,NICOLA,VERNOLA,male
I Governo Craxi,Ministro senza Portafoglio,CARLO,VIZZINI,male
I Governo Craxi,MInistro senza Portafoglio,VALERIO,ZANONE,male
I Governo Spadolini,Ministro della Sanità,RENATO,ALTISSIMO,male
II Governo Spadolini,Ministro della Sanità,RENATO,ALTISSIMO,male
V Governo Fanfani,Ministro della Sanità,RENATO,ALTISSIMO,male
I Governo Craxi,"Ministro dell'Industria, Commercio e Artigianato",RENATO,ALTISSIMO,male
II Governo Cossiga,Ministro degli Affari Esteri,EMILIO,COLOMBO,male
I Governo Forlani,Ministro degli Affari Esteri,EMILIO,COLOMBO,male
I Governo Spadolini,Ministro degli Affari Esteri,EMILIO,COLOMBO,male
II Governo Spadolini,Ministro degli Affari Esteri,EMILIO,COLOMBO,male
V Governo Fanfani,Ministro degli Affari Esteri,EMILIO,COLOMBO,male
II Governo Cossiga,Ministro dei Lavori Pubblici,FRANCESCO,COMPAGNA,male
I Governo Forlani,Ministro della Marina Mercantile,FRANCESCO,COMPAGNA,male
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,BENEDETTO,CRAXI,male
II Governo Cossiga,Ministro della Pubblica Istruzione,ADOLFO,SARTI,male
I Governo Forlani,Ministro di Grazia e Giustizia,ADOLFO,SARTI,male
I Governo Spadolini,Ministro senza Portafoglio,LUCIO GUSTAVO,ABIS,male
II Governo Spadolini,Ministro senza Portafoglio,LUCIO GUSTAVO,ABIS,male
V Governo Fanfani,Ministro senza Portafoglio,LUCIO GUSTAVO,ABIS,male
I Governo Craxi,Ministro senza Portafoglio,SALVERINO,DE VITO,male
V Governo Fanfani,Ministro senza Portafoglio,FABIO,FABBRI,male
I Governo Craxi,Ministro senza Portafoglio,LUIGI,GRANELLI,male
II Governo Cossiga,Ministro delle Finanze,FRANCO,REVIGLIO,male
I Governo Forlani,Ministro delle Finanze,FRANCO,REVIGLIO,male
II Governo Cossiga,Ministro senza Portafoglio,VINCENZO,RUSSO,male
I Governo Craxi,Ministro della Difesa,GIOVANNI,SPADOLINI,male
II Governo Cossiga,Ministro del Turismo e Spettacolo,BERNARDO,D'AREZZO,male
V Governo Fanfani,Ministro senza Portafoglio,ALFREDO,BIONDI,male
I Governo Craxi,Ministro senza Portafoglio,ALFREDO,BIONDI,male
V Governo Fanfani,Ministro dei Trasporti,MARIO,CASALINUOVO,male
I Governo Craxi,Ministro della Sanità,COSTANTE,DEGAN,male
V Governo Fanfani,Ministro delle Finanze,FRANCESCO,FORTE,male
I Governo Craxi,Ministro senza Portafoglio,FRANCESCO,FORTE,male
II Governo Cossiga,Ministro della Difesa,LELIO,LAGORIO,male
I Governo Forlani,Ministro della Difesa,LELIO,LAGORIO,male
I Governo Spadolini,Ministro della Difesa,LELIO,LAGORIO,male
II Governo Spadolini,Ministro della Difesa,LELIO,LAGORIO,male
V Governo Fanfani,Ministro della Difesa,LELIO,LAGORIO,male
I Governo Craxi,Ministro del Turismo e Spettacolo,LELIO,LAGORIO,male
I Governo Forlani,Ministro del Tesoro,BENIAMINO,ANDREATTA,male
I Governo Spadolini,Ministro del Tesoro,BENIAMINO,ANDREATTA,male
II Governo Spadolini,Ministro del Tesoro,BENIAMINO,ANDREATTA,male
II Governo Cossiga,Ministro senza Portafoglio,BENIAMINO,ANDREATTA,male
I Governo Forlani,Ministro delle Poste e Telecomunicazioni,MICHELE,DI GIESI,male
I Governo Spadolini,Ministro del Lavoro e della Previdenza Sociale,MICHELE,DI GIESI,male
II Governo Spadolini,Ministro del Lavoro e della Previdenza Sociale,MICHELE,DI GIESI,male
V Governo Fanfani,Ministro della Marina Mercantile,MICHELE,DI GIESI,male
II Governo Cossiga,Ministro dei Trasporti,SALVATORE,FORMICA,male
I Governo Forlani,Ministro dei Trasporti,SALVATORE,FORMICA,male
I Governo Spadolini,Ministro delle Finanze,SALVATORE,FORMICA,male
II Governo Spadolini,Ministro delle Finanze,SALVATORE,FORMICA,male
V Governo Fanfani,Ministro senza Portafoglio,LORIS,FORTUNA,male
II Governo Cossiga,Ministro del Lavoro e della Previdenza Sociale,FRANCO,FOSCHI,male
I Governo Forlani,Ministro del Lavoro e della Previdenza Sociale,FRANCO,FOSCHI,male
I Governo Spadolini,Ministro delle Poste e Telecomunicazioni,REMO,GASPARI,male
II Governo Spadolini,Ministro delle Poste e Telecomunicazioni,REMO,GASPARI,male
V Governo Fanfani,Ministro delle Poste e Telecomunicazioni,REMO,GASPARI,male
II Governo Cossiga,Ministro senza Portafoglio,REMO,GASPARI,male
I Governo Forlani,Ministro senza Portafoglio,ANTONIO,GAVA,male
I Governo Spadolini,Ministro senza Portafoglio,DANTE,SCHIETROMA,male
II Governo Spadolini,Ministro senza Portafoglio,DANTE,SCHIETROMA,male
V Governo Fanfani,Ministro senza Portafoglio,DANTE,SCHIETROMA,male
II Governo Cossiga,Ministro della Marina Mercantile,NICOLA,SIGNORELLO,male
I Governo Forlani,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male
I Governo Spadolini,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male
II Governo Spadolini,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male
V Governo Fanfani,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male
II Governo Cossiga,Ministro di Grazie e Giustizia,TOMMASO,MORLINO,male
II Governo Cossiga,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male
I Governo Spadolini,"Ministro dell'Industria, Commercio e Artigianato",GIOVANNI ANDREA,MARCORA,male
II Governo Spadolini,"Ministro dell'Industria, Commercio e Artigianato",GIOVANNI ANDREA,MARCORA,male
V Governo Fanfani,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,female
II Governo Cossiga,Ministro senza Portafoglio,MASSIMO SEVERO,GIANNINI,male
I Governo Forlani,Ministro dell'Agricoltura e Foreste,GIUSEPPE,BARTOLOMEI,male
I Governo Spadolini,Ministro dell'Agricoltura e Foreste,GIUSEPPE,BARTOLOMEI,male
II Governo Spadolini,Ministro dell'Agricoltura e Foreste,GIUSEPPE,BARTOLOMEI,male
II Governo Cossiga,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male
I Governo Forlani,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male
I Governo Spadolini,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male
II Governo Spadolini,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male
II Governo Cossiga,Ministro del Commercio con l'Estero,ENRICO,MANCA,male
I Governo Forlani,MInistro del Commercio con l'Estero,ENRICO,MANCA,male
I Governo Forlani,Ministro senza Portafoglio,ROBERTO,MAZZOTTA,male
I Governo Forlani,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male
I Governo Spadolini,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male
II Governo Spadolini,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male
V Governo Fanfani,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male
II Governo Cossiga,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI,male
I Governo Forlani,"Ministro dell'Industria, Commercio e Artigianato",FILIPPO MARIA,PANDOLFI,male
V Governo Fanfani,"Ministro dell'Industria, Commercio e Artigianato",FILIPPO MARIA,PANDOLFI,male
I Governo Spadolini,Ministro senza Portafoglio,LUCIANO,RADI,male
II Governo Spadolini,Ministro senza Portafoglio,LUCIANO,RADI,male
II Governo Cossiga,Ministro dell'Interno,VIRGINIO,ROGNONI,male
I Governo Forlani,Ministro dell'Interno,VIRGINIO,ROGNONI,male
I Governo Spadolini,Ministro dell'Interno,VIRGINIO,ROGNONI,male
II Governo Spadolini,Ministro dell'Interno,VIRGINIO,ROGNONI,male
V Governo Fanfani,Ministro dell'Interno,VIRGINIO,ROGNONI,male
I Governo Forlani,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male
V Governo Fanfani,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male
I Governo Cossiga,Ministro degli Affari Esteri,ATTILIO,RUFFINI,male
I Governo Cossiga,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male
I Governo Spadolini,Ministro dei Beni Culturali e Ambientali,VINCENZO,SCOTTI,male
II Governo Spadolini,Ministro dei Beni Culturali e Ambientali,VINCENZO,SCOTTI,male
V Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male
II Governo Cossiga,Ministro senza Portafoglio,VINCENZO,SCOTTI,male
I Governo Forlani,Ministro senza Portafoglio,VINCENZO,SCOTTI,male
I Governo Spadolini,Ministro senza Portafoglio,CLAUDIO,SIGNORILE,male
II Governo Spadolini,Ministro senza Portafoglio,CLAUDIO,SIGNORILE,male
V Governo Fanfani,Ministro senza Portafoglio,CLAUDIO,SIGNORILE,male
I Governo Spadolini,Ministro senza Portafoglio,GIANCARLO,TESINI,male
II Governo Spadolini,Ministro senza Portafoglio,GIANCARLO,TESINI,male
I Governo Spadolini,Ministro dei Trasporti,VINCENZO,BALZAMO,male
II Governo Spadolini,Ministro dei Trasporti,VINCENZO,BALZAMO,male
II Governo Cossiga,Ministro senza Portafoglio,VINCENZO,BALZAMO,male
V Governo Fanfani,Ministro del Tesoro,GIOVANNI,GORIA,male
I Governo Spadolini,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male
II Governo Spadolini,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male
II Governo Cossiga,Ministro dei Beni Culturali e Ambientali,ODDO,BIASINI,male
I Governo Forlani,Ministro dei Beni Culturali e Ambientali,ODDO,BIASINI,male
I Governo Cossiga,"Ministro dell'Industria, Commercio e Artigianato",ANTONIO,BISAGLIA,male
II Governo Cossiga,"Ministro dell'Industria, Commercio e Artigianato",ANTONIO,BISAGLIA,male
I Governo Forlani,"Ministro dell'Industria, Commercio e Artigianato",ANTONIO,BISAGLIA,male
I Governo Forlani,Ministro della Pubblica Istruzione,GUIDO,BODRATO,male
I Governo Spadolini,Ministro della Pubblica Istruzione,GUIDO,BODRATO,male
II Governo Spadolini,Ministro della Pubblica Istruzione,GUIDO,BODRATO,male
V Governo Fanfani,Ministro del Bilancio e della Programmazione Economica,GUIDO,BODRATO,male
VIII Governo De Gasperi,Ministro della Marina Mercantile,BERNARDO,MATTARELLA,male
VIII Governo De Gasperi,Ministro degli Affari Esteri,ALCIDE,DE GASPERI,male
VIII Governo De Gasperi,Ministro della Pubblica Istruzione,GIUSEPPE MARIA,BETTIOL,male
VIII Governo De Gasperi,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male
VIII Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI,male
II Governo Craxi,Ministro degli Affari esteri,GIULIO,ANDREOTTI,male
VI Governo Fanfani,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male
I Governo Goria,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male
I Governo De Mita,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male
VI Governo Andreotti,Ministro delle Partecipazioni statali,GIULIO,ANDREOTTI,male
VIII Governo De Gasperi,Ministro del Lavori Pubblici,GIUSEPPE,SPATARO,male
VIII Governo De Gasperi,Ministro del Commercio con l'Estero,PAOLO EMILIO,TAVIANI,male
II Governo Craxi,Ministro delle Finanze,BRUNO,VISENTINI,male
VIII Governo De Gasperi,Ministro dei Trasporti,GIUSEPPE,TOGNI,male
VIII Governo De Gasperi,Ministro senza Portafoglio,PIETRO,CAMPILLI,male
VIII Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,UMBERTO,MERLIN,male
VIII Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,male
VI Governo Andreotti,Ministro del Tesoro,GUIDO,CARLI,male
II Governo Craxi,Ministro del Turismo e spettacolo,NICOLA,CAPRIA,male
VI Governo Andreotti,Ministro del Bilancio e della Programmazione economica,PAOLO,CIRINO POMICINO,male
I Governo De Mita,Ministro senza Portafoglio per la funzione pubblica,PAOLO,CIRINO POMICINO,male
II Governo Craxi,Ministro delle Partecipazioni statali,CLELIO,DARIDA,male
VI Governo Fanfani,Ministro delle Partecipazioni Statali,CLELIO,DARIDA,male
II Governo Craxi,Ministro del Lavoro e della previdenza sociale,GIANNI,DE MICHELIS,male
VI Governo Andreotti,Ministro degli Affari Esteri,GIANNI,DE MICHELIS,male
I Governo Goria,Ministro dei Trasporti,CALOGERO,MANNINO,male
I Governo De Mita,Ministro dell'Agricoltura e Foreste,CALOGERO,MANNINO,male
VI Governo Andreotti,Ministro dell'Agricoltura e delle Foreste,CALOGERO,MANNINO,male
I Governo Goria,Ministro dei Beni Culturali e Ambientali,CARLO,VIZZINI,male
VI Governo Andreotti,Ministro della Marina Mercantile,CARLO,VIZZINI,male
II Governo Craxi,Ministro senza Portafoglio,CARLO,VIZZINI,male
II Governo Craxi,"Ministro dell'Industria, commercio e artigianato",VALERIO,ZANONE,male
I Governo Goria,MInistro della Difesa,VALERIO,ZANONE,male
I Governo De Mita,Ministro della Difesa,VALERIO,ZANONE,male
VIII Governo De Gasperi,Ministro della Difesa,GIUSEPPE,CODACCI PISANELLI,male
I Governo Goria,MInistro del BIlancio e della Programmazione Economica,EMILIO,COLOMBO,male
I Governo De Mita,Ministro delle Finanze,EMILIO,COLOMBO,male
VI Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,ERMANNO,GORRIERI,male
VIII Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,male
VIII Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,male
VI Governo Andreotti,Ministro dei Trasporti,CARLO,BERNINI,male
I Governo De Mita,Ministro dei Beni culturali e ambientali,VINCENZA,BONO,female
II Governo Craxi,Ministro senza Portafoglio,SALVERINO,DE VITO,male
VI Governo Fanfani,Ministro senza Portafoglio,SALVERINO,DE VITO,male
II Governo Craxi,Ministro senza Portafoglio,FABIO,FABBRI,male
I Governo Goria,Ministro dell'Interno,AMINTORE,FANFANI,male
I Governo De Mita,MInistro del BIlancio e della Programmazione economica,AMINTORE,FANFANI,male
VIII Governo De Gasperi,Ministro dell'Interno,AMINTORE,FANFANI,male
I Governo Goria,Ministro delle Partecipazioni Statali,LUIGI,GRANELLI,male
II Governo Craxi,Ministro senza Portafoglio,LUIGI,GRANELLI,male
VI Governo Fanfani,Ministro senza Portafoglio,LUIGI,GRANELLI,male
I Governo Goria,Ministro dell'Ambiente,GIORGIO,RUFFOLO,male
I Governo De Mita,Ministro dell'Ambiente,GIORGIO,RUFFOLO,male
VI Governo Andreotti,Ministro dell'Ambiente,GIORGIO,RUFFOLO,male
II Governo Craxi,Ministro della Difesa,GIOVANNI,SPADOLINI,male
VI Governo Andreotti,Ministro senza Portafoglio per le aree urbane,CARMELO,CONTE,male
II Governo Craxi,Ministro della Marina mercantile,COSTANTE,DEGAN,male
VI Governo Fanfani,Ministro della Marina Mercantile,COSTANTE,DEGAN,male
VI Governo Andreotti,Ministro di Grazia e Giustizia,CLAUDIO,MARTELLI,male
VI Governo Andreotti,Ministro senza Portafoglio per i rapporti con il Parlamento,EGIDIO,STERPA,male
I Governo Goria,Ministro del Tesoro,GIULIANO,AMATO,male
I Governo De Mita,Ministro del Tesoro,GIULIANO,AMATO,male
II Governo Craxi,Ministro dell'Ambiente,FRANCESCO,DE LORENZO,male
I Governo Goria,Ministro dei Lavori Pubblici,EMILIO MARIO,DE ROSE,male
II Governo Craxi,Ministro della Sanità,CARLO,DONAT CATTIN,male
VI Governo Fanfani,Ministro della Sanità,CARLO,DONAT CATTIN,male
I Governo Goria,Ministro della Sanità,CARLO,DONAT CATTIN,male
I Governo De Mita,Ministro della Sanità,CARLO,DONAT CATTIN,male
II Governo Craxi,Ministro del Commercio con l'estero,SALVATORE,FORMICA,male
I Governo Goria,Ministro del Lavoro e della Previdenza Sociale,SALVATORE,FORMICA,male
I Governo De Mita,Ministro del Lavoro e della Previdenza sociale,SALVATORE,FORMICA,male
I Governo Craxi,Ministro di Grazia e Giustizia,FERMO MINO,MARTINAZZOLI,male
I Governo Goria,Ministro senza Portafoglio per i rapporti con il Parlamento,SERGIO,MATTARELLA,male
I Governo De Mita,Ministro senza Portafoglio per i rapporti con il Parlamento,SERGIO,MATTARELLA,male
I Governo Craxi,Ministro senza Portafoglio,ARNALDO,FORLANI,male
II Governo Craxi,Ministro senza Portafoglio,ARNALDO,FORLANI,male
I Governo Craxi,Ministro senza Portafoglio,LORIS,FORTUNA,male
I Governo De Mita,Ministro delle Partecipazioni Statali,CARLO,FRACANZANI,male
VIII Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI,male
I Governo Goria,MInistro di Grazia e Giustizia,GIULIANO,VASSALLI,male
I Governo De Mita,Ministro di Grazia e Giustizia,GIULIANO,VASSALLI,male
I Governo Goria,Ministro della Pubblica Istruzione,GIOVANNI,GALLONI,male
I Governo De Mita,Ministro della Pubblica Istruzione,GIOVANNI,GALLONI,male
VI Governo Fanfani,Ministro della Difesa,REMO,GASPARI,male
I Governo Craxi,Ministro senza Portafoglio,REMO,GASPARI,male
II Governo Craxi,Ministro senza Portafoglio,REMO,GASPARI,male
I Governo Goria,Ministro senza Portafoglio per il coordinamento della protezione civile,REMO,GASPARI,male
I Governo De Mita,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,REMO,GASPARI,male
I Governo Craxi,Ministro delle Poste e Telecomunicazioni,ANTONIO,GAVA,male
II Governo Craxi,Ministro delle Poste e telecomunicazioni,ANTONIO,GAVA,male
VI Governo Fanfani,Ministro delle Poste e Telecomunicazioni,ANTONIO,GAVA,male
I Governo Goria,Ministro delle Finanze,ANTONIO,GAVA,male
I Governo De Mita,Ministro dell'Interno,ANTONIO,GAVA,male
VI Governo Fanfani,Ministro delle Finanze,GIUSEPPE,GUARINO,male
VI Governo Fanfani,Ministro senza Portafoglio,LIVIO,PALADIN,male
I Governo Goria,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,male
I Governo De Mita,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,male
VIII Governo De Gasperi,Ministro dell'Industria e Commercio,SILVIO,GAVA,male
VIII Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ROCCO,SALOMONE,male
I Governo Craxi,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,female
II Governo Craxi,Ministro della Pubblica istruzione,FRANCA,FALCUCCI,female
VI Governo Fanfani,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,female
VI Governo Fanfani,Ministro del Commercio con l'Estero,MARIO,SARCINELLI,male
I Governo Goria,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,ANTONIO,LA PERGOLA,male
I Governo De Mita,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,ANTONIO,LA PERGOLA,male
I Governo Goria,Ministro del Turismo e Spettacolo,FRANCO,CARRARO,male
I Governo De Mita,Ministro del Turismo e dello Spettacolo,FRANCO,CARRARO,male
VI Governo Fanfani,Ministro dell'Ambiente,MARIO,PAVAN,male
VI Governo Fanfani,"Ministro dell'Industria, Commercio e Artigianato",FRANCO,PIGA,male
I Governo Goria,Ministro senza Portafoglio per i problemi delle aree urbane,CARLO,TOGNOLI,male
I Governo De Mita,Ministro senza Portafoglio per i problemi delle aree urbane,CARLO,TOGNOLI,male
VI Governo Fanfani,Ministro dei Trasporti,GIOVANNI,TRAVAGLINI,male
I Governo Craxi,Ministro dei Beni Culturali e Ambientali,ANTONINO,GULLOTTI,male
II Governo Craxi,Ministro dei Beni culturali e ambientali,ANTONINO,GULLOTTI,male
VI Governo Fanfani,Ministro dei Beni Culturali e Ambientali,ANTONINO,GULLOTTI,male
I Governo Goria,Ministro senza Portafoglio,ARISTIDE,GUNNELLA,male
I Governo De Mita,Ministro senza Portafoglio - coordinamento della protezione civile,VITO,LATTANZIO,male
I Governo De Mita,Ministro dei Lavori Pubblici,ENRICO,FERRI,male
I Governo De Mita,Ministro dell'Università e della Ricerca Scientifica e Tecnologica,ANTONIO,RUBERTI,male
I Governo Goria,Ministro senza Portafoglio per la ricerca scientifica e tecnologica,ANTONIO,RUBERTI,male
I Governo De Mita,Ministro senza Portafoglio per la ricerca scientifica e tecnologica,ANTONIO,RUBERTI,male
I Governo Goria,Ministro delle Poste e Telecomunicazioni,OSCAR,MAMMI',male
I Governo De Mita,Ministro delle Poste e Telecomunicazioni,OSCAR,MAMMI',male
I Governo Craxi,Ministro senza Portafoglio,OSCAR,MAMMI',male
II Governo Craxi,Ministro senza Portafoglio,OSCAR,MAMMI',male
I Governo Goria,Ministro senza Portafoglio,ROSA,JERVOLINO RUSSO,female
I Governo De Mita,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,female
I Governo Craxi,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male
II Governo Craxi,Ministro dei Lavori pubblici,FRANCO,NICOLAZZI,male
I Governo Craxi,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,male
II Governo Craxi,Ministro dell'Agricoltura e foreste,FILIPPO MARIA,PANDOLFI,male
VI Governo Fanfani,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,male
I Governo Goria,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,male
I Governo Goria,Ministro della Marina Mercantile,GIOVANNI,PRANDINI,male
I Governo De Mita,Ministro della Marina Mercantile,GIOVANNI,PRANDINI,male
I Governo De Mita,Ministro senza Portafoglio,ANTONIO,MACCANICO,male
II Governo Craxi,Ministro di Grazia e giustizia,VIRGINIO,ROGNONI,male
VI Governo Fanfani,Ministro di Grazia e Giustizia,VIRGINIO,ROGNONI,male
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,PIER LUIGI,ROMITA,male
II Governo Craxi,Ministro del Bilancio e della programmazione economica,PIER LUIGI,ROMITA,male
I Governo Craxi,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male
I Governo De Mita,Ministro dei Trasporti,GIORGIO,SANTUZ,male
I Governo Goria,Ministro senza Portafoglio per la funzione pubblica,GIORGIO,SANTUZ,male
I Governo Craxi,Ministro senza Portafoglio,VINCENZO,SCOTTI,male
I Governo Craxi,Ministro dei Trasporti,CLAUDIO,SIGNORILE,male
II Governo Craxi,Ministro dei Trasporti,CLAUDIO,SIGNORILE,male
I Governo Goria,"Ministro dell'Industria, Commercio e Artigianato",ADOLFO,BATTAGLIA,male
I Governo De Mita,"Ministro dell'Industria, del Commercio e Artigianato",ADOLFO,BATTAGLIA,male
I Governo Craxi,Ministro del Tesoro,GIOVANNI,GORIA,male
II Governo Craxi,Ministro del Tesoro,GIOVANNI,GORIA,male
VI Governo Fanfani,Ministro del Tesoro,GIOVANNI,GORIA,male
VI Governo Fanfani,Ministro del Bilancio e della Programmazione Economica,GIOVANNI,GORIA,male
I Governo Goria,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,GIOVANNI,GORIA,male
I Governo Craxi,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,male
II Governo Craxi,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,male
VI Governo Fanfani,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,male
