nome,cognome,legislatura,incarico
ALBA,SASSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
ALBA,SASSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
ALBA,SASSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,VICEPRESIDENTE
OSVALDA,TRUPIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,SEGRETARIO
OSVALDA,TRUPIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
OSVALDA,TRUPIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,PRESIDENTE
OSVALDA,TRUPIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
CINZIA,DATO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
CINZIA,DATO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
MARILDE,PROVERA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
MARILDE,PROVERA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
MARILDE,PROVERA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
LAURA,FRONER,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,VICEPRESIDENTE
MANUELA,DI CENTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
MARIASTELLA,GELMINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
EMILIA GRAZIA,DE BIASI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
LUISA,CAPITANIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,VICEPRESIDENTE
LUISA,CAPITANIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
LUISA,CAPITANIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
PAOLA,FRASSINETTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,VICEPRESIDENTE
PAOLA,FRASSINETTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,PRESIDENTE
LAURA,RAVETTO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,PRESIDENTE
LAURA,RAVETTO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,PRESIDENTE
LINDA,LANZILLOTTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
LINDA,LANZILLOTTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
DONATA,LENZI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
DONATA,LENZI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
DONATA,LENZI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
MANUELA,GHIZZONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
MANUELA,GHIZZONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
MANUELA,GHIZZONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,PRESIDENTE
MANUELA,GHIZZONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,VICEPRESIDENTE
SILVIA,VELO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,VICEPRESIDENTE
MARIZA ANTONIETTA GIUDITTA,BAFILE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
MARIZA ANTONIETTA GIUDITTA,BAFILE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,PRESIDENTE
MARISA,NICCHI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
MARISA,NICCHI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
ROSA,SUPPA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
MARIA CRISTINA,PERUGIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
GIULIA,BONGIORNO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,PRESIDENTE
MARIA ROSARIA,CARFAGNA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
MARIA,LEDDI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
SILVANA,MURA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
SILVANA,MURA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
SILVANA,MURA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
ELISABETTA,GARDINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
GIUSEPPINA,CASTIELLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
GIUSEPPINA,CASTIELLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
GIUSEPPINA,CASTIELLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,SEGRETARIO
GIUSEPPINA,CASTIELLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
TERESA MARIA,DI SALVO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
TERESA MARIA,DI SALVO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,VICEPRESIDENTE
TERESA MARIA,DI SALVO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
PAOLA,GOISIS,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
PAOLA,GOISIS,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
PAOLA,GOISIS,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
GRAZIA CARLA,FRANCESCATO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
DANIELA,DIOGUARDI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
ANGELA,LOMBARDI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
DONATELLA,DURANTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
DONATELLA,DURANTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
DONATELLA,DURANTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,VICEPRESIDENTE
MARIA,SAMPERI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,PRESIDENTE
MARIA,SAMPERI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
PAOLA,PELINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
ANNA TERESA,FORMISANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
ANNA TERESA,FORMISANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
DONATELLA,PORETTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
DONATELLA,PORETTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
ROSALBA,CESINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
GIORGIA,MELONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,VICEPRESIDENTE
GIORGIA,MELONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,PRESIDENTE
GIORGIA,MELONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_17,CAPOGRUPPO
DONATELLA,MUNGO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
