Governo,Ministro,nome,cognome,gender,legislatura
V Governo Rumor,Ministro del Turismo e Spettacolo,CAMILLO,RIPAMONTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro senza Portafoglio,CAMILLO,RIPAMONTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro senza Portafoglio,CAMILLO,RIPAMONTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,MInistro senza Portafoglio,CAMILLO,RIPAMONTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Andreotti,Ministro del Turismo e Spettacolo,GIOVANNI BATTISTA,SCAGLIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
V Governo Rumor,Ministro della Sanità,VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro senza Portafoglio,FRANCESCO,DE MARTINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro senza Portafoglio,FRANCESCO,DE MARTINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,MInistro delle Partecipazioni Statali,FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro delle Partecipazioni Statali,FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro delle Partecipazioni Statali,FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro senza Portafoglio,MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro senza Portafoglio,MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Andreotti,Ministro della Sanità,ATHOS,VALSECCHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro delle Finanze,ATHOS,VALSECCHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",LUIGI CIRIACO,DE MITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",LUIGI CIRIACO,DE MITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro senza Portafoglio,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Colombo,MInistro del Tesoro,MARIO,FERRARI AGGRADI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro dei Lavori Pubblici,MARIO,FERRARI AGGRADI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro delle Partecipazioni Statali,MARIO,FERRARI AGGRADI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro senza Portafoglio,MARIO,FERRARI AGGRADI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",MAURO,FERRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro della Marina Mercantile,SALVATORE,MANNIRONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro della Marina Mercantile,SALVATORE,MANNIRONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro della Sanità,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro senza Portafoglio,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro senza Portafoglio,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro senza Portafoglio,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro delle Poste e Telecomunicazioni,GIOVANNI,GIOIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro senza Portafoglio,GIOVANNI,GIOIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro senza Portafoglio,GIOVANNI,GIOIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro del Bilancio,ANTONIO,GIOLITTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro del Bilancio e della Programmazione Economica,ANTONIO,GIOLITTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro del Bilancio e della Programmazione Economica,ANTONIO,GIOLITTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,MInistro del Bilancio e della Programmazione Economica,ANTONIO,GIOLITTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro di Grazia e Giustizia,SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,"MInistro dell'Industria, Commercio e Artigianato",SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,"Ministro dell'Industria, Commercio e Artigianato",SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,MInistro senza Portafoglio,SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro senza Portafoglio,SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Andreotti,Ministro degli Affari Esteri,GIUSEPPE,MEDICI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro delle Finanze,GIACINTO,BOSCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro delle Poste e Telecomunicazioni,GIACINTO,BOSCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro delle Poste e Telecomunicazioni,GIACINTO,BOSCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro delle Poste e Telecomunicazioni,GIACINTO,BOSCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro senza Portafoglio,GIACINTO,BOSCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Rumor,Ministro del Bilancio e della Programmazione Economica,GIUSEPPE,CARON,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Rumor,Ministro senza Portafoglio,GIORGIO,BO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,DIONIGI,COPPO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro della Marina Mercantile,DIONIGI,COPPO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro senza Portafoglio,DIONIGI,COPPO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Colombo,Ministro della Marina Mercantile,GIOACCHINO,ATTAGUILE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro dei Trasporti e dell'Aviazione civile,ITALO,VIGLIANESI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro dei Trasporti e dell'Aviazione Civile,ITALO,VIGLIANESI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Andreotti,Ministro senza Portafoglio,GIORGIO,BERGAMASCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro della Difesa,LUIGI,GUI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro della Sanità,LUIGI,GUI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,MInistro senza Portafoglio,LUIGI,GUI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Andreotti,Ministro dei Lavori Pubblici,ANTONINO,GULLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro delle Partecipazioni Statali,ANTONINO,GULLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,MInistro delle Partecipazioni Statali,ANTONINO,GULLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",DOMENICO,MAGRI',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro del Tesoro,GIOVANNI FRANCESCO,MALAGODI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro delle Partecipazioni Statali,FRANCO MARIA,MALFATTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,MInistro delle Poste e Telecomunicazioni,FRANCO MARIA,MALFATTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro senza Portafoglio,GIACOMO,MANCINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro della Sanità,LUIGI,MARIOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro della Sanità,LUIGI,MARIOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,MInistro del Turismo e Spettacolo,GIANMATTEO,MATTEOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Andreotti,Ministro del Turismo e Spettacolo,VITTORIO,BADINI CONFALONIERI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro del Commercio con l'Estero,RICCARDO,MISASI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro degli Affari Esteri,ALDO,MORO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro degli Affari Esteri,ALDO,MORO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro dei Lavori Pubblici,LORENZO,NATALI PIERUCCI BONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro dell'Agricolture e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro delle Finanze,LUIGI,PRETI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro delle Finanze,LUIGI,PRETI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro dei Trasporti e dell'Aviazione civile,LUIGI,PRETI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro dei Trasporti e dell'Aviazione Civile,LUIGI,PRETI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro dei Trasporti,LUIGI,PRETI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Andreotti,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Andreotti,Ministro dell'Interno,MARIANO,RUMOR,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro dell'Interno,MARIANO,RUMOR,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
II Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
III Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro senza Portafoglio,CARLO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro senza Portafoglio,CARLO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Rumor,Ministro dell'Agricoltura e Foreste,GIACOMO,SEDATI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Andreotti,Ministro senza Portafoglio,FIORENTINO,SULLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,MInistro senza Portafoglio,FIORENTINO,SULLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro della Difesa,MARIO,TANASSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro della Difesa,MARIO,TANASSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro della Difesa,MARIO,TANASSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro della Difesa,MARIO,TANASSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Rumor,Ministro delle Finanze,MARIO,TANASSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Andreotti,Ministro dei Trasporti e dell'Aviazione civile,OSCAR LUIGI,SCALFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
II Governo Andreotti,Ministro della Pubblica Istruzione,OSCAR LUIGI,SCALFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Rumor,Ministro del Commercio con l'Estero,MARIO,ZAGARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
I Governo Colombo,Ministro del Commercio con l'Estero,MARIO,ZAGARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IV Governo Rumor,Ministro di Grazia e Giustizia,MARIO,ZAGARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,LUIGI,BERTOLDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VII Governo De Gasperi,Ministro della Marina Mercantile,PAOLO,CAPPA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro per gli Affari Esteri,ALCIDE,DE GASPERI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
IV Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Andreotti,Ministro dell'Interno,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
V Governo Andreotti,Ministro dei Beni Culturali e Ambientali,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
VII Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
IV Governo Moro,Ministro delle Finanze,BRUNO,VISENTINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,BRUNO,VISENTINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
VII Governo De Gasperi,Ministro dei Lavori Pubblici,SALVATORE,ALDISIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro dell'Industria e Commercio,PIETRO,CAMPILLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro della Pubblica Istruzione,ANTONIO,SEGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro senza Portafoglio,CARLO,SFORZA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro del Tesoro,EZIO,VANONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro di Grazia e Giustizia,ADONE,ZOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,UGO,LA MALFA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
VII Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
IV Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Cossiga,Ministro senza Portafoglio,VITO,SCALIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
IV Governo Moro,Ministro dei Lavori Pubblici,PIETRO,BUCALOSSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VII Governo De Gasperi,Ministro dei Trasporti,PIERO,MALVESTITI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
I Governo Cossiga,Ministro senza Portafoglio,CLELIO,DARIDA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
IV Governo Moro,Ministro dei Trasporti,MARIO,MARTINELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro dei Trasporti,MARIO,MARTINELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Cossiga,Ministro della Sanità,RENATO,ALTISSIMO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
IV Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Andreotti,Ministro del Turismo e Spettacolo,EGIDIO,ARIOSTO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
I Governo Cossiga,Ministro dei Beni Culturali e Ambientali,EGIDIO,ARIOSTO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
V Governo Andreotti,Ministro dei Lavori Pubblici,FRANCESCO,COMPAGNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
V Governo Moro,Ministro della Sanità,LUCIANO,DAL FALCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Andreotti,Ministro della Sanità,LUCIANO,DAL FALCO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
VII Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
VII Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
IV Governo Moro,Ministro del Turismo e Spettacolo,ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro del Turismo e Spettacolo,ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Cossiga,Ministro della Difesa,ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
I Governo Cossiga,Ministro senza Portafoglio,ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
III Governo Andreotti,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
IV Governo Andreotti,Ministro dei Trasporti,VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
IV Governo Andreotti,Ministro della Marina Mercantile,VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
V Governo Andreotti,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
I Governo Cossiga,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
V Governo Moro,Ministro dell'Interno,FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Andreotti,Ministro dell'Interno,FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
IV Governo Andreotti,Ministro dell'Interno,FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
IV Governo Moro,MInistro senza Portafoglio,FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro senza Portafoglio,FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VII Governo De Gasperi,Ministro dell'Agricoltura e Foreste,AMINTORE,FANFANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
I Governo Cossiga,Ministro delle Finanze,FRANCO,REVIGLIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
IV Governo Moro,MInistro dei Beni Culturali e Ambientali,GIOVANNI,SPADOLINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Andreotti,Ministro della Pubblica Istruzione,GIOVANNI,SPADOLINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
IV Governo Moro,Ministro senza Portafoglio,GIOVANNI,SPADOLINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
IV Governo Moro,MInistro del Lavoro e della Previdenza Sociale,MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro del Lavoro e della Previdenza Sociale,MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
I Governo Cossiga,Ministro della Pubblica Istruzione,SALVATORE,VALITUTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
I Governo Cossiga,Ministro del Turismo e Spettacolo,BERNARDO,D'AREZZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
IV Governo Moro,Ministro del Commercio con l'Estero,LUIGI CIRIACO,DE MITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
V Governo Moro,Ministro del Commercio con l'Estero,LUIGI CIRIACO,DE MITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
III Governo Andreotti,Ministro senza Portafoglio,LUIGI CIRIACO,DE MITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
IV Governo Andreotti,Ministro senza Portafoglio,LUIGI CIRIACO,DE MITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
I Governo Cossiga,Ministro del Bilancio e della Programmazione Economica,BENIAMINO,ANDREATTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
V Governo Andreotti,Ministro senza Portafoglio,MICHELE,DI GIESI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
I Governo Cossiga,MInistro senza Portafoglio,MICHELE,DI GIESI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
