gender,legislatura,Persona
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Oliviero_Zuccarini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Alberti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Ayroldi_Carissimo
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Leone_Azzali
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Leopoldo_Baracco
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Gaetano_Barbareschi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Italo_Bargagna
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ilio_Barontini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ezio_Bartalini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Carlo_Bassano
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Salvatore_Bellusci
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Roberto_Bencivenga
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Tullio_Benedetti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Alberto_Bergamini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Bruno_Bernabei
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ferdinando_Bernini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Bertini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Battista_Bertone
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Aladino_Bibolotti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Renato_Bitossi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Alessandro_Bocconi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Severino_Bolognesi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ivanoe_Bonomi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giulio_Bordon
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ilio_Bosi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Braschi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Francesco_Buffoni
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Buonocore
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Carlo_Caldera
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Candela
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Emilio_Canevari
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Canepa
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Ernesto_Caporali
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Aldo_Caprani
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Nicolo'_Carandini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Luigi_Carbonari
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Enrico_Carboni
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Carmelo_Caristia
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Luigi_Carmagnola
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Gaetano_Chiarini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Ciampitti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Alberto_Cianca
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Nicola_Ciccolungo
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Mario_Cingolani
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Orazio_Condorelli
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Conti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Alfeo_Corassori
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Luigi_Corazzin
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Cosattini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Antonio_Costantini
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Amerigo_Crispo
