"name","prizeName","year","gender","category"
"Svetlana Alexievich","The Nobel Prize in Literature 2015","2015","female","http://data.nobelprize.org/terms/Literature"
"Arthur B. McDonald","The Nobel Prize in Physics 2015","2015","male","http://data.nobelprize.org/terms/Physics"
"Takaaki Kajita","The Nobel Prize in Physics 2015","2015","male","http://data.nobelprize.org/terms/Physics"
"Tu Youyou","The Nobel Prize in Physiology or Medicine 2015","2015","female","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Satoshi Ōmura","The Nobel Prize in Physiology or Medicine 2015","2015","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"William C. Campbell","The Nobel Prize in Physiology or Medicine 2015","2015","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Bernard L. Feringa","The Nobel Prize in Chemistry 2016","2016","male","http://data.nobelprize.org/terms/Chemistry"
"Jean-Pierre Sauvage","The Nobel Prize in Chemistry 2016","2016","male","http://data.nobelprize.org/terms/Chemistry"
"Sir J. Fraser Stoddart","The Nobel Prize in Chemistry 2016","2016","male","http://data.nobelprize.org/terms/Chemistry"
"Bengt Holmström","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2016","2016","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Oliver Hart","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2016","2016","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Bob Dylan","The Nobel Prize in Literature 2016","2016","male","http://data.nobelprize.org/terms/Literature"
"Juan Manuel Santos","The Nobel Peace Prize 2016","2016","male","http://data.nobelprize.org/terms/Peace"
"David J. Thouless","The Nobel Prize in Physics 2016","2016","male","http://data.nobelprize.org/terms/Physics"
"F. Duncan M. Haldane","The Nobel Prize in Physics 2016","2016","male","http://data.nobelprize.org/terms/Physics"
"J. Michael Kosterlitz","The Nobel Prize in Physics 2016","2016","male","http://data.nobelprize.org/terms/Physics"
"Yoshinori Ohsumi","The Nobel Prize in Physiology or Medicine 2016","2016","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Jacques Dubochet","The Nobel Prize in Chemistry 2017","2017","male","http://data.nobelprize.org/terms/Chemistry"
"Joachim Frank","The Nobel Prize in Chemistry 2017","2017","male","http://data.nobelprize.org/terms/Chemistry"
"Richard Henderson","The Nobel Prize in Chemistry 2017","2017","male","http://data.nobelprize.org/terms/Chemistry"
"Richard H. Thaler","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2017","2017","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Kazuo Ishiguro","The Nobel Prize in Literature 2017","2017","male","http://data.nobelprize.org/terms/Literature"
"Barry C. Barish","The Nobel Prize in Physics 2017","2017","male","http://data.nobelprize.org/terms/Physics"
"Kip S. Thorne","The Nobel Prize in Physics 2017","2017","male","http://data.nobelprize.org/terms/Physics"
"Rainer Weiss","The Nobel Prize in Physics 2017","2017","male","http://data.nobelprize.org/terms/Physics"
"Jeffrey C. Hall","The Nobel Prize in Physiology or Medicine 2017","2017","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Michael Rosbash","The Nobel Prize in Physiology or Medicine 2017","2017","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Michael W. Young","The Nobel Prize in Physiology or Medicine 2017","2017","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Frances H. Arnold","The Nobel Prize in Chemistry 2018","2018","female","http://data.nobelprize.org/terms/Chemistry"
"George P. Smith","The Nobel Prize in Chemistry 2018","2018","male","http://data.nobelprize.org/terms/Chemistry"
"Sir Gregory P. Winter","The Nobel Prize in Chemistry 2018","2018","male","http://data.nobelprize.org/terms/Chemistry"
"Paul M. Romer","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2018","2018","male","http://data.nobelprize.org/terms/Economic_Sciences"
"William D. Nordhaus","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2018","2018","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Olga Tokarczuk","The Nobel Prize in Literature 2018","2018","female","http://data.nobelprize.org/terms/Literature"
"Nadia Murad Basee Taha","The Nobel Peace Prize 2018","2018","female","http://data.nobelprize.org/terms/Peace"
"Denis Mukwege","The Nobel Peace Prize 2018","2018","male","http://data.nobelprize.org/terms/Peace"
"Donna Strickland","The Nobel Prize in Physics 2018","2018","female","http://data.nobelprize.org/terms/Physics"
"Arthur Ashkin","The Nobel Prize in Physics 2018","2018","male","http://data.nobelprize.org/terms/Physics"
"Gérard Mourou","The Nobel Prize in Physics 2018","2018","male","http://data.nobelprize.org/terms/Physics"
"James P. Allison","The Nobel Prize in Physiology or Medicine 2018","2018","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Tasuku Honjo","The Nobel Prize in Physiology or Medicine 2018","2018","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Akira Yoshino","The Nobel Prize in Chemistry 2019","2019","male","http://data.nobelprize.org/terms/Chemistry"
"John B. Goodenough","The Nobel Prize in Chemistry 2019","2019","male","http://data.nobelprize.org/terms/Chemistry"
"M. Stanley Whittingham","The Nobel Prize in Chemistry 2019","2019","male","http://data.nobelprize.org/terms/Chemistry"
"Esther Duflo","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019","2019","female","http://data.nobelprize.org/terms/Economic_Sciences"
"Abhijit Banerjee","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019","2019","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Michael Kremer","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019","2019","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Peter Handke","The Nobel Prize in Literature 2019","2019","male","http://data.nobelprize.org/terms/Literature"
"Abiy Ahmed Ali","The Nobel Peace Prize 2019","2019","male","http://data.nobelprize.org/terms/Peace"
"Didier Queloz","The Nobel Prize in Physics 2019","2019","male","http://data.nobelprize.org/terms/Physics"
"James Peebles","The Nobel Prize in Physics 2019","2019","male","http://data.nobelprize.org/terms/Physics"
"Michel Mayor","The Nobel Prize in Physics 2019","2019","male","http://data.nobelprize.org/terms/Physics"
"Gregg L. Semenza","The Nobel Prize in Physiology or Medicine 2019","2019","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Peter J. Ratcliffe","The Nobel Prize in Physiology or Medicine 2019","2019","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"William G. Kaelin Jr","The Nobel Prize in Physiology or Medicine 2019","2019","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Emmanuelle Charpentier","The Nobel Prize in Chemistry 2020","2020","female","http://data.nobelprize.org/terms/Chemistry"
"Jennifer A. Doudna","The Nobel Prize in Chemistry 2020","2020","female","http://data.nobelprize.org/terms/Chemistry"
"Paul R. Milgrom","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2020","2020","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Robert B. Wilson","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2020","2020","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Louise Glück","The Nobel Prize in Literature 2020","2020","female","http://data.nobelprize.org/terms/Literature"
"Andrea Ghez","The Nobel Prize in Physics 2020","2020","female","http://data.nobelprize.org/terms/Physics"
"Reinhard Genzel","The Nobel Prize in Physics 2020","2020","male","http://data.nobelprize.org/terms/Physics"
"Roger Penrose","The Nobel Prize in Physics 2020","2020","male","http://data.nobelprize.org/terms/Physics"
"Charles M. Rice","The Nobel Prize in Physiology or Medicine 2020","2020","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Harvey J. Alter","The Nobel Prize in Physiology or Medicine 2020","2020","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Michael Houghton","The Nobel Prize in Physiology or Medicine 2020","2020","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Benjamin List","The Nobel Prize in Chemistry 2021","2021","male","http://data.nobelprize.org/terms/Chemistry"
"David W.C. MacMillan","The Nobel Prize in Chemistry 2021","2021","male","http://data.nobelprize.org/terms/Chemistry"
"David Card","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2021","2021","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Guido W. Imbens","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2021","2021","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Joshua D. Angrist","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2021","2021","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Maria Ressa","The Nobel Peace Prize 2021","2021","female","http://data.nobelprize.org/terms/Peace"
"Dmitry Andreyevich Muratov","The Nobel Peace Prize 2021","2021","male","http://data.nobelprize.org/terms/Peace"
"Giorgio Parisi","The Nobel Prize in Physics 2021","2021","male","http://data.nobelprize.org/terms/Physics"
"Klaus Hasselmann","The Nobel Prize in Physics 2021","2021","male","http://data.nobelprize.org/terms/Physics"
"Syukuro Manabe","The Nobel Prize in Physics 2021","2021","male","http://data.nobelprize.org/terms/Physics"
"Ardem Patapoutian","The Nobel Prize in Physiology or Medicine 2021","2021","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"David Julius","The Nobel Prize in Physiology or Medicine 2021","2021","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Carolyn R. Bertozzi","The Nobel Prize in Chemistry 2022","2022","female","http://data.nobelprize.org/terms/Chemistry"
"K. Barry Sharpless","The Nobel Prize in Chemistry 2022","2022","male","http://data.nobelprize.org/terms/Chemistry"
"Morten Meldal","The Nobel Prize in Chemistry 2022","2022","male","http://data.nobelprize.org/terms/Chemistry"
"Ben S. Bernanke","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2022","2022","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Douglas W. Diamond","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2022","2022","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Philip H. Dybvig","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2022","2022","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Annie Ernaux","The Nobel Prize in Literature 2022","2022","female","http://data.nobelprize.org/terms/Literature"
"Ales Bialiatski ","The Nobel Peace Prize 2022","2022","male","http://data.nobelprize.org/terms/Peace"
"Svante Pääbo","The Nobel Prize in Physiology or Medicine 2022","2022","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
