Persona,gender,graduated
Mario_Brancaccio,male,NaN
Arnaldo_Brunetto,male,NaN
Giovanni_Battista_Bruni,male,NaN
Guido_D'Angelo,male,NaN
Giuseppe_Lucenti,male,NaN
Paolo_Martuscelli,male,NaN
Giovanni_Vernetti,male,NaN
Massimo_Tedeschi,male,NaN
Andrea_Mitolo,male,NaN
Massimo_Pacetti,male,NaN
Franco_Ricci,male,NaN
Giacomo_Antonio_Schettini,male,NaN
Alberto_Volponi,male,NaN
Siro_Castrucci,male,NaN
Giovanni_Piccirillo,male,NaN
Alberto_Sinatra,male,NaN
Francesco_Spina,male,NaN
Diego_Senter,male,NaN
Mario_De_Cristofaro,male,NaN
Antonio_Miceli,male,NaN
Salvatore_Margiotta,male,NaN
Paolo_Franzini_Tibaldeo,male,NaN
Luigi_Colonna,male,NaN
Luciano_Donner,male,NaN
Giovanni_Battista_Melis,male,NaN
Mauro_Malaguti,male,NaN
Massimiliano_De_Seneen,male,NaN
Leone_Zappia,male,NaN
Gian_Stefano_Milani,male,NaN
Ugo_Crescenzi,male,NaN
Giovanni_Battista_Loi,male,NaN
Pietro_Paolo_Menzietti,male,NaN
Giuseppe_Paolin,male,NaN
Antonio_Mastrogiacomo,male,NaN
Filippo_Amedeo,male,NaN
Onelio_Prandini,male,NaN
Giovanni_Giavi,male,NaN
Salvatore_Civita,male,NaN
Corrado_Graziadei,male,NaN
Giulio_Spallone,male,NaN
Antonio_Pavan,male,NaN
Erasmo_Palazzotto,male,NaN
Antonio_Quattrocchi,male,NaN
Alessandro_Costa,male,NaN
Italo_Bargagna,male,NaN
Alfio_Paolo_Giuseppe_Speranza,male,NaN
Claudio_D'Amico,male,NaN
Riccardo_Gallo,male,NaN
Giovanni_Gei,male,NaN
Bruno_Antonucci,male,NaN
Ottavio_Lavaggi,male,NaN
Lorenzo_Dellai,male,NaN
Luigi_Zuppante,male,NaN
Mario_Frasson,male,NaN
Eugenio_Melandri,male,NaN
Lorenzo_Emilio_Ria,male,yes
Gaetano_Azzolina,male,yes
Vincenzino_Culicchia,male,yes
Ferdinando_De_Franciscis,male,yes
Mauro_Fabris,male,yes
Federico_Freni,male,yes
Mauro_Sutto,male,yes
Marcello_Stefanini,male,yes
Luca_Boneschi,male,yes
Sergio_Andreis,male,yes
Antonio_Maxia,male,yes
Nicola_Perrotti,male,yes
Benito_Mario_Bortolami,male,yes
Vincenzo_Buonocore,male,yes
Renato_Capacci,male,yes
Antonio_Cederna,male,yes
Gianluigi_Ceruti,male,yes
Rosario_Chiriano,male,yes
Francesco_Cicerone,male,yes
Vincenzo_Ciconte,male,yes
Carlo_Alberto_Ciocci,male,yes
Amedeo_D'Addario,male,yes
Alessandro_Duce,male,yes
Luigi_Firpo,male,yes
Michele_Galante,male,yes
Giuseppe_Guarino,male,yes
Gianni_Lanzinger,male,yes
Stefano_Zara,male,yes
Raffaele_Lombardo,male,yes
Franco_Piga,male,yes
Francesco_Rais,male,yes
Sergio_Milia,male,yes
Nicola_Savino,male,yes
Enzo_Tiezzi,male,yes
Sergio_Vazzoler,male,yes
Ferdinand_Willeit,male,yes
Andrea_Cavicchioli,male,yes
Davide_Faraone,male,yes
Antonio_Placido,male,yes
Paolo_Prodi,male,yes
Giancarlo_Lombardi,male,yes
Italo_Formichella,male,yes
Giuseppe_Anzilotti,male,yes
Ludovico_Boetti_Villanis,male,yes
Luigi_Colonna,male,yes
Matteo_Rescigno,male,yes
Paolo_Bonomi,male,yes
Giuseppe_Riva,male,yes
Ercole_Rocchetti,male,yes
Cesario_Rodi,male,yes
Giuseppe_Romanato,male,yes
Bartolomeo_Romano,male,yes
Paolo_Rossi,male,yes
Angelo_Rubino,male,yes
Carlo_Ruggiero,male,yes
Salvatore_Russo,male,yes
Mario_Saggin,male,yes
Nicola_Salerno,male,yes
Umberto_Sampietro,male,yes
Vito_Sanzo,male,yes
Gaetano_Sardiello,male,yes
Carlo_Scarascia_Mugnozza,male,yes
Pasquale_Schiano,male,yes
Giuseppe_Schiro',male,yes
Francesco_Sciaudone,male,yes
Raffaele_Sciorilli_Borrelli,male,yes
Guido_Secreto,male,yes
Antonio_Sensi,male,yes
Giovanni_Serbandini,male,yes
Emilio_Sereni,male,yes
Adriano_Seroni,male,yes
Leonardantonio_Sforza,male,yes
Franco_Bortolani,male,yes
Luigi_Silipo,male,yes
Renzo_Silvestri,male,yes
Tommaso_Sorgi,male,yes
Giuseppe_Speciale,male,yes
Carlo_Stagno_D'alcontres,male,yes
Bruno_Storti,male,yes
Giovanni_Battista_Stucchi,male,yes
Romano_Tommasi,male,yes
Egidio_Tosato,male,yes
Emilio_Trabucchi,male,yes
Roberto_Tremelloni,male,yes
Mariano_Trombetta,male,yes
Michele_Maria_Tumminelli,male,yes
Vincenzo_Turco,male,yes
Tullio_Vecchietti,male,yes
Giuseppe_Veronesi,male,yes
Arturo_Viviani,male,yes
Umberto_Zanfagnini,male,yes
Franco_Zappa,male,yes
Tommaso_Zerbi,male,yes
Michelangelo_Trimarchi,male,yes
Renzo_Pasini,male,yes
Renato_Gozzi,male,yes
Vito_Scalia,male,yes
Aldo_Bozzi,male,yes
Michele_Del_Vescovo,male,yes
Otello_Marilli,male,yes
Giulio_Andrea_Belloni,male,yes
Salvatore_Pagliuca,male,yes
Fausto_Gullo,male,yes
Francesco_De_Vita,male,yes
Ernesto_Carpano_Maglioli,male,yes
Lodovico_Sforza_Benvenuti,male,yes
Guido_Cortese,male,yes
Paolo_Cappa,male,yes
Gustavo_Colonnetti,male,yes
Luigi_Battisti,male,yes
Giuseppe_Nitti,male,yes
Leone_Osvaldo_Girolami,male,yes
Luigi_Palmieri,male,yes
Vito_Monterisi,male,yes
Michele_Troisi,male,yes
Carmine_De_Martino,male,yes
Antonino_Varvaro,male,yes
Mario_Rodino'_Di_Miglione,male,yes
Eugenio_Dugoni,male,yes
Filippo_Guerrieri,male,yes
Quirico_Baccelli,male,yes
Franco_Aimi,male,yes
Cornelio_Fietta,male,yes
Mauro_Bubbico,male,yes
Ennio_Avanzini,male,yes
Bernardo_Mattarella,male,yes
Rocco_Gullo,male,yes
Vincenzo_La_Rocca,male,yes
Giorgio_Mastino_Del_Rio,male,yes
Alfonso_Motolese,male,yes
Leonardo_Miccolis,male,yes
Salvatore_Scoca,male,yes
Giuseppe_Grassi,male,yes
Adriano_Bernardi,male,yes
Brunetto_Bucciarelli_Ducci,male,yes
Renzo_Laconi,male,yes
Raffaele_Cafiero,male,yes
Giovan_Battista_Adonnino,male,yes
Mario_Merighi,male,yes
Arrigo_Cairo,male,yes
Ireneo_Vinciguerra,male,yes
Virginio_Borioni,male,yes
Milziade_Venditti,male,yes
Maurizio_Baradello,male,yes
Dino_Secco,male,yes
Bruno_Murgia,male,yes
Giuseppe_Chiazzese,male,yes
Roberto_Cataldi,male,yes
Michele_Sodano,male,yes
Pino_Cabras,male,yes
Giorgio_Trizzino,male,yes
Francesco_D'uva,male,yes
Andrea_Cecconi,male,yes
Eugenio_Saitta,male,yes
Mario_Perantoni,male,yes
Andrea_Mura,male,yes
Alessio_Mattia_Villarosa,male,yes
Paolo_Ficara,male,yes
Tullio_Patassini,male,yes
Dedalo_Cosimo_Gaetano_Pignatone,male,yes
Leonardo_Salvatore_Penna,male,yes
Maurizio_Cattoi,male,yes
Vincenzo_Mario_Russo,male,yes
Bruno_Sargentini,male,yes
Giovanni_Andrea_Borromeo_D'adda,male,yes
Renato_Scionti,male,yes
Carlo_Scotoni,male,yes
Primo_Silvestri,male,yes
Antonino_Spinelli,male,yes
Manfredi_Bosco,male,yes
Emanuele_Tuccari,male,yes
Pier_Giorgio_Bottarelli,male,yes
Vincenzo_Marotta,male,yes
Nicola_Rinaldi,male,yes
Carlo_Sanna,male,yes
Enrico_Alba,male,yes
Ermanno_Dossetti,male,yes
Francesco_Bova,male,yes
Antonino_Scaini,male,yes
Alessandro_Ferretti,male,yes
Vinicio_Baldelli,male,yes
Cesare_Allegri,male,yes
Luciano_De_Pascalis,male,yes
Casimiro_Vizzini,male,yes
Agostino_Greggi,male,yes
Angelo_Bonaiti,male,yes
Armando_Cascio,male,yes
Ugo_Marchesi,male,yes
Giovanni_Giraudi,male,yes
Lucio_Mariano_Brandi,male,yes
Matteo_Agosta,male,yes
Goffredo_Nannini,male,yes
Piergiorgio_Bressani,male,yes
Silvio_Ambrosini,male,yes
Giovanni_Dello_Jacovo,male,yes
Pietro_Bucalossi,male,yes
Federico_Comandini,male,yes
Giacinto_Artale,male,yes
Bartolomeo_Cannizzo,male,yes
Camillo_Corsanego,male,yes
Alberigo_Lenza,male,yes
Guido_Russo_Perez,male,yes
Giovanni_Perlingieri,male,yes
Giacomo_Casoni,male,yes
Paolo_Treves,male,yes
Francesco_Napolitano,male,yes
Egidio_Ferrara,male,yes
Raffaele_Pio_Petrilli,male,yes
Adolfo_Quintieri,male,yes
Luigi_De_Filpo,male,yes
Alcide_Malagugini,male,yes
Carlo_Buzzi,male,yes
Alessandro_Coppi,male,yes
Celeste_Bastianetto,male,yes
Giovanni_Cuomo,male,yes
Giuseppe_Notarianni,male,yes
Francesco_Cocco_Ortu,male,yes
Francesco_Chieffi,male,yes
Marziano_Guglielminetti,male,yes
Francesco_Aurelio_Di_Bella,male,yes
Giovanni_Bovetti,male,yes
Mario_Berlinguer,male,yes
Luigi_Meda,male,yes
Ezio_Vigorelli,male,yes
Fortunato_Calcagno,male,yes
Vito_Giuseppe_Galati,male,yes
Giovanni_Carignani,male,yes
Tarcisio_Pacati,male,yes
Antonio_Molinaroli,male,yes
Italo_Giulio_Caiati,male,yes
Vincenzo_Bavaro,male,yes
Ferdinando_Tambroni_Armaroli,male,yes
Enrico_Grazi,male,yes
Olindo_Preziosi,male,yes
Guido_Faletra,male,yes
Guido_Bernardi,male,yes
Giuseppe_Ferrandi,male,yes
Michele_De_Capua,male,yes
Alberto_Cavaliere,male,yes
Nicola_La_Gravinese,male,yes
Umberto_Calosso,male,yes
Giuseppe_Calabro',male,yes
Giuseppe_De_Falco,male,yes
Ezio_Coppa,male,yes
Letterio_La_Spada,male,yes
Dino_Penazzato,male,yes
Luigi_Cacciatore,male,yes
Vincenzo_Selvaggi,male,yes
Giulio_Marazzina,male,yes
Giovanni_Caso,male,yes
Costante_Bianchi,male,yes
Massimo_Del_Fante,male,yes
Guido_Mussini,male,yes
Raffaele_Resta,male,yes
Giovanni_Palazzolo,male,yes
Enrico_Sparapani,male,yes
Ludovico_Sicignano,male,yes
Francesco_Caroleo,male,yes
Guglielmo_Schiratti,male,yes
Raffaele_Merloni,male,yes
Aldo_Enzo_Pignatari,male,yes
Gino_Pieri,male,yes
Vincenzo_Sangalli,male,yes
Luigi_Chatrian,male,yes
Ugo_Rodino',male,yes
Angelo_Corsi,male,yes
Cesare_Dami,male,yes
Mario_Ceravolo,male,yes
Alcide_De_Gasperi,male,yes
Pietro_Germani,male,yes
Enrico_Tosi,male,yes
Riccardo_Ferrari,male,yes
Michele_Enrico_Marotta,male,yes
Gino_Beltrame,male,yes
Mario_Ricciardi,male,yes
Vittorio_Bosco_Lucarelli,male,yes
Antonino_Dante,male,yes
Biagio_Ando',male,yes
Pasquale_Cortese,male,yes
Giulio_Caradonna,male,yes
Mario_Alicata,male,yes
Domenico_Spoleti,male,yes
Gaetano_Martino,male,yes
Corrado_Terranova,male,yes
Paolo_Alfonso_Farinet,male,yes
Giovanni_Cartia,male,yes
Giovanni_Tonetti,male,yes
Teodoro_Bubbio,male,yes
Raffaele_Recca,male,yes
Mario_Cevolotto,male,yes
Attilio_Salvatore,male,yes
Emanuele_Guerrieri,male,yes
Giovanni_Battista_Pera,male,yes
Michele_Valenti,male,yes
Antonio_Cariglia,male,yes
Fausto_Pecorari,male,yes
Felice_Platone,male,yes
Enrico_Medi,male,yes
Antonio_Ferrarese,male,yes
Giuseppe_Caroli,male,yes
Giovanni_Tanasco,male,yes
Rodolfo_Vicentini,male,yes
Tommaso_Leonetti,male,yes
Domenico_Larussa,male,yes
Stellio_Lozza,male,yes
Edoardo_Clerici,male,yes
Antonio_Guariento,male,yes
Valdo_Fusi,male,yes
Giorgio_Almirante,male,yes
Franco_Busetto,male,yes
Antonino_Giuseppe_Buttafuoco,male,yes
Nicola_Cariota_Ferrara,male,yes
Salvatore_Cottoni,male,yes
Giovambattista_Fanales,male,yes
Alberto_Guidi,male,yes
Giovanni_Buzzoni,male,yes
Salvatore_Sanfilippo,male,yes
Narciso_Sciolis,male,yes
Paolo_Cabras,male,yes
Manlio_Livio_Cassandro,male,yes
Luigi_Caiazza,male,yes
Vincenzo_Gagliardi,male,yes
Nicola_Pistelli,male,yes
Vittorio_Calvetti,male,yes
Vittorio_Zincone,male,yes
Antonio_Enrico_Canepa,male,yes
Sergio_Morgana,male,yes
Francesco_Ferrari,male,yes
Raffaele_Leone,male,yes
Alfredo_Cucco,male,yes
Francesco_Taormina,male,yes
Filippo_Anfuso,male,yes
Umberto_Cardia,male,yes
Nicola_Galdo,male,yes
Egidio_Carenini,male,yes
Cesare_Degli_Occhi,male,yes
Guido_Merizzi,male,yes
Alberto_Mario_Carocci,male,yes
Mario_Jannelli,male,yes
Gennaro_Villelli,male,yes
Antonio_Berardi,male,yes
Antonio_Bodrito,male,yes
Antonio_Zoboli,male,yes
Bruno_Romano,male,yes
Antonio_Messeni_Nemagna,male,yes
Virgilio_Ferrari,male,yes
Enzo_Poli,male,yes
Ludovico_Angelini,male,yes
Alfredo_Crocco,male,yes
Gianuario_Carta,male,yes
Giulio_Coli,male,yes
Palmiro_Togliatti,male,yes
Romolo_Diecidue,male,yes
Roberto_Cantalupo,male,yes
Alessandro_Gatta,male,yes
Antonio_Caruso,male,yes
Benedetto_Del_Castillo,male,yes
Gerardo_Bruni,male,yes
Raffaele_De_Grada,male,yes
Ugo_Bartesaghi,male,yes
Ambrogio_Viale,male,yes
Gennaro_Miceli,male,yes
Francesco_Restivo,male,yes
Paolo_Allegra,male,yes
Giovanni_Amabile,male,yes
Alfonso_Ambrosino,male,yes
Angelo_Castelli,male,yes
Gaetano_Arfe',male,yes
Angelo_Armella,male,yes
Mario_Arnone,male,yes
Aimone_Balbo_Di_Vinadio,male,yes
Augusto_Antonio_Barbera,male,yes
Albertino_Castellucci,male,yes
Enzo_Bartocci,male,yes
Piero_Bassetti,male,yes
Vinicio_Bernardini,male,yes
Mario_Bolognari,male,yes
Andrea_Borri,male,yes
Andrea_Borruso,male,yes
Beniamino_Brocca,male,yes
Antonino_Brusca,male,yes
Nicola_Cataldo,male,yes
Massimo_Cacciari,male,yes
Mario_Campagnoli,male,yes
Giancarlo_Cantelmi,male,yes
Lorenzo_Cappelli,male,yes
Guido_Cappelloni,male,yes
Nicola_Capria,male,yes
Guido_Carandini,male,yes
Rodolfo_Carelli,male,yes
Giovanni_Battista_Carlassara,male,yes
Ignazio_Caruso,male,yes
Francesco_Casati,male,yes
Vittore_Catella,male,yes
Giuseppe_Castoldi,male,yes
Adriano_Cerquetti,male,yes
Gianluca_Cerrina_Feroni,male,yes
Leonardo_Ciannamea,male,yes
Fabrizio_Cicchitto,male,yes
Lorenzo_Cirasino,male,yes
Fortunato_Aloi,male,yes
Paolo_Cirino_Pomicino,male,yes
Francesco_Cattanei,male,yes
Severino_Citaristi,male,yes
Ezio_Citterio,male,yes
Giulio_Colomba,male,yes
Flavio_Colonna,male,yes
Antonio_Conte,male,yes
Raffaele_Costa,male,yes
Stefano_Cavaliere,male,yes
Clelio_Darida,male,yes
Olindo_Del_Donno,male,yes
Gianni_De_Michelis,male,yes
Guido_Ceccherini,male,yes
Giuseppe_Fornasari,male,yes
Francesco_Giuliari,male,yes
Benito_Cerra,male,yes
Silvano_Labriola,male,yes
Girolamo_La_Penna,male,yes
Pino_Leccisi,male,yes
Pietro_Cerullo,male,yes
Antonino_Lombardo,male,yes
Pietro_Longo,male,yes
Giuseppe_Lucchesi,male,yes
Giorgio_Macciotta,male,yes
Piergiovanni_Malvestio,male,yes
Vittorio_Cervone,male,yes
Calogero_Mannino,male,yes
Mario_Clemente_Mastella,male,yes
Marino_Corder,male,yes
Paolo_De_Caro,male,yes
Massimo_De_Carolis,male,yes
Vincenzo_De_Cosmo,male,yes
Michele_De_Gregorio,male,yes
Giovanni_Del_Rio,male,yes
Alfredo_De_Poi,male,yes
Camillo_Federico,male,yes
Silvestro_Andreino_Ferrari,male,yes
Costantino_Formica,male,yes
Raffaele_Garzia,male,yes
Natalino_Gatti,male,yes
Massimo_Gorla,male,yes
Natale_Gottardo,male,yes
Giovancarlo_Iozzelli,male,yes
Bruno_Kessler,male,yes
Giuseppe_Manfredi,male,yes
Salvatore_Mannuzzu,male,yes
Alfredo_Marraffini,male,yes
Giuseppe_Marton,male,yes
Francesco_Martorelli,male,yes
Vitilio_Masiello,male,yes
Antonio_Matarrese,male,yes
Mauro_Mellini,male,yes
Bruno_Orsini,male,yes
Giacinto_Pannella,male,yes
Costante_Portatadino,male,yes
Luigi_Rossi_Di_Montelera,male,yes
Emilio_Rubbi,male,yes
Gaspare_Saladino,male,yes
Giosue'_Salomone,male,yes
Nicolamaria_Sanese,male,yes
Martino_Scovacricchi,male,yes
Mariotto_Giovanni_Battista_Segni,male,yes
Giuliano_Silvestri,male,yes
Mario_Tassone,male,yes
Antonio_Testa,male,yes
Bartolomeo_Ciccardini,male,yes
Mario_Usellini,male,yes
Carlo_Vizzini,male,yes
Antonino_Zaniboni,male,yes
Valerio_Zanone,male,yes
Giovanni_Zarro,male,yes
Renato_Altissimo,male,yes
Giovanni_Ferrari,male,yes
Giuseppe_Alpino,male,yes
Gherardo_Taddia,male,yes
Giuseppe_Muscariello,male,yes
Giacomo_De_Palma,male,yes
Agostino_Pavan,male,yes
Arturo_Marzano,male,yes
Ludovico_Camangi,male,yes
Calogero_Volpe,male,yes
Oreste_Lizzadri,male,yes
Samuele_Andreucci,male,yes
Luigi_Passoni,male,yes
Amerigo_Bottai,male,yes
Franco_Coccia,male,yes
Calogero_Di_Gloria,male,yes
Ugo_Napoli,male,yes
Vittorio_Martuscelli,male,yes
Luigi_Cerutti,male,yes
Giancarlo_Morelli,male,yes
Giorgio_Tupini,male,yes
Francesco_Infantino,male,yes
Venerio_Cattani,male,yes
Guido_Grimaldi,male,yes
Ado_Guido_Di_Mauro,male,yes
Lamberto_Bertucci,male,yes
Giovanni_D'antonio,male,yes
Francesco_Barbaccia,male,yes
Giuseppe_Codacci_Pisanelli,male,yes
Francesco_Pignatone,male,yes
Gianmario_Vianello,male,yes
Antonio_Pignedoli,male,yes
Domenico_Ceravolo,male,yes
Gualtiero_Driussi,male,yes
Cosimo_Abate,male,yes
Amaele_Abbiati,male,yes
Gelasio_Adamoli,male,yes
Alessandro_Agrimi,male,yes
Emilio_Colombo,male,yes
Francesco_Albertini,male,yes
Fausto_Amodei,male,yes
Armando_Angelini,male,yes
Egidio_Ariosto,male,yes
Elio_Ballesi,male,yes
Lelio_Basso,male,yes
Giuseppe_Belotti,male,yes
Luigi_Berlinguer,male,yes
Marzio_Bernardinetti,male,yes
Gaetano_Berretta,male,yes
Ermenegildo_Bertola,male,yes
Alfredo_Berzanti,male,yes
Giuseppe_Maria_Bettiol,male,yes
Francantonio_Biaggi,male,yes
Nullo_Biaggi,male,yes
Fausto_Bisantis,male,yes
Franco_Boiardi,male,yes
Antonio_Brizioli,male,yes
Giuseppe_Brusasca,male,yes
Gioacchino_Meneghetti,male,yes
Vincenzo_Mezzogiorno,male,yes
Emilio_Chanoux,male,yes
Gianpaolo_Mora,male,yes
Gaetano_Morazzoni,male,yes
Paolo_Enrico_Moro,male,yes
Enrico_Novellini,male,yes
Franco_Orione,male,yes
Fulvio_Palopoli,male,yes
Giuseppe_Antonio_Chiarante,male,yes
Claudio_Pontello,male,yes
Giovanni_Porcellana,male,yes
Piero_Pratesi,male,yes
Alberto_Presutti,male,yes
Francesco_Quattrone,male,yes
Giuseppe_Quieti,male,yes
Edmondo_Raffaelli,male,yes
Raimondo_Ricci,male,yes
Vitale_Robaldo,male,yes
Luigi_Spaventa,male,yes
Carlo_Squeri,male,yes
Giangiacomo_Tessari,male,yes
Giorgio_Tombesi,male,yes
Nicola_Vernola,male,yes
Rosario_Villari,male,yes
Michele_Zuccala',male,yes
Guglielmo_Zucconi,male,yes
Giuseppe_Cittadini,male,yes
Fabio_Maria_Ciuffini,male,yes
Marco_Bertoli,male,yes
Alberto_Spigaroli,male,yes
Angelo_Ciavarella,male,yes
Giovannino_Fiori,male,yes
Pompeo_Colajanni,male,yes
Tullio_Benedetti,male,yes
Michele_Columbu,male,yes
Giuseppe_Amadei,male,yes
Enzo_Capalozza,male,yes
Antonio_Capua,male,yes
Franco_Concas,male,yes
Adriano_Ciaffi,male,yes
Gennaro_Cassiani,male,yes
Tristano_Codignola,male,yes
Arnaldo_Colleselli,male,yes
Carlo_Colonna_Di_Paliano,male,yes
Luigi_Conte,male,yes
Achille_Corona,male,yes
Antonio_Cremisini,male,yes
Luciano_Dal_Falco,male,yes
Luigi_D'amato,male,yes
Umberto_Delle_Fave,male,yes
Luigi_De_Michele,male,yes
Antonio_De_Vito,male,yes
Giuseppe_Cortese,male,yes
Salvatore_Di_Benedetto,male,yes
Giuseppe_Di_Prisco,male,yes
Mario_Dosi,male,yes
Giuseppe_Ermini,male,yes
Giuseppe_Fracassi,male,yes
Carlo_Francavilla,male,yes
Giacinto_Froggio,male,yes
Giuseppe_Garlato,male,yes
Eugenio_Gatto,male,yes
Giovanni_Battista_Gianquinto,male,yes
Giovanni_Giraudo,male,yes
Mario_Gomez_D'ayala,male,yes
Guido_Gonella,male,yes
Ermanno_Gorrieri,male,yes
Giovanni_Gronchi,male,yes
Angelo_Raffaele_Jervolino,male,yes
Federico_Kuntze,male,yes
Edgardo_Lami_Starnuti,male,yes
Antonino_La_Russa,male,yes
Domenico_Latanza,male,yes
Aldo_Amadeo,male,yes
Ubaldo_Lopardi,male,yes
Benedetto_Cottone,male,yes
Alfredo_Covelli,male,yes
Lodovico_Montini,male,yes
Alberico_Motolese,male,yes
Filippo_Murdaca,male,yes
Luciano_Paolicchi,male,yes
Antonio_Pecoraro,male,yes
Giuseppe_Pella,male,yes
Giuseppe_Pellegrino,male,yes
Antonio_Pesenti,male,yes
Paride_Piasenti,male,yes
Attilio_Piccioni,male,yes
Giovanni_Pieraccini,male,yes
Gaspare_Pignatelli,male,yes
Ignazio_Pirastu,male,yes
Costantino_Preziosi,male,yes
Vittorio_Pugliese,male,yes
Camillo_Ripamonti,male,yes
Mario_Roffi,male,yes
Carlo_Ronza,male,yes
Emilio_Rosini,male,yes
Remo_Sammartino,male,yes
Giuseppe_Saragat,male,yes
Adolfo_Sarti,male,yes
Giovanni_Battista_Scaglia,male,yes
Mario_Scelba,male,yes
Fernando_Schiavetti,male,yes
Giulio_Andreotti,male,yes
Matteo_Brigandi',male,yes
Antonio_Cabras,male,yes
Francesco_De_Martino,male,yes
Antonio_Di_Pietro,male,yes
Antonio_Falomi,male,yes
Amintore_Fanfani,male,yes
Bruno_Ferrari,male,yes
Sergio_Gambini,male,yes
Francesco_Compagna,male,yes
Giorgio_Canestri,male,yes
Dante_Cappello,male,yes
Gerardo_Chiaromonte,male,yes
Ezequiel_Stefano_Carrara_Sutour,male,yes
Gaetano_Cingari,male,yes
Napoleone_Colajanni,male,yes
Renato_Cora',male,yes
Giovanni_Battista_Dagnino,male,yes
Simone_De_Florio,male,yes
Dino_De_Poli,male,yes
Ubaldo_De_Ponti,male,yes
Fabiano_De_Zan,male,yes
Eny_Nicola_Di_Lisa,male,yes
Sebastiano_Di_Lorenzo,male,yes
Bruno_Corti,male,yes
Annibale_Fada,male,yes
Vittorio_Galluzzi,male,yes
Claudio_Bruno_Corvatta,male,yes
Giovanni_Gatti,male,yes
Enrico_Ghio,male,yes
Giorgio_Granzotto,male,yes
Giangiacomo_Lattanzi,male,yes
Luciano_Lenti,male,yes
Giulio_Leopardi_Dittaiuti,male,yes
Bruno_Lepre,male,yes
Nicola_Cotecchia,male,yes
Giovannino_Loreti,male,yes
Franco_Luberti,male,yes
Giordano_Marchiani,male,yes
Neri_Marraccini,male,yes
Raffaele_Mascolo,male,yes
Giuseppe_Matarrese,male,yes
Italo_Mazzola,male,yes
Renzo_Nicolini,male,yes
Vittorio_Orilia,male,yes
Pietro_Pala,male,yes
Tomaso_Palmiotti,male,yes
Ugo_Perinelli,male,yes
Michele_Gaetano_Pierangeli,male,yes
Cesare_Salvatore_Pirisi,male,yes
Antonino_Piscitello,male,yes
Vito_Cusumano,male,yes
Vito_Raia,male,yes
Giuseppe_D'alema,male,yes
Walter_Sabadini,male,yes
Giuseppe_Sasso,male,yes
Eugenio_Scalfari,male,yes
Corrado_Scardavilla,male,yes
Michelangelo_Dall'armellina,male,yes
Michele_Scianatico,male,yes
Franco_Castiglione,male,yes
Vittorino_Colombo,male,yes
Ludovico_Corrao,male,yes
Francesco_Cossiga,male,yes
Antonino_Cuffaro,male,yes
Germano_De_Cinque,male,yes
Cesare_Dujany,male,yes
Giovanni_Angelo_Fontana,male,yes
Antonio_Guarra,male,yes
Enrico_La_Loggia,male,yes
Luciano_Lama,male,yes
Giovanni_Leone,male,yes
Lucio_Libertini,male,yes
Ernesto_Maggi,male,yes
Cesare_Marini,male,yes
Giuseppe_Spataro,male,yes
Carlo_Merolli,male,yes
Adalberto_Minucci,male,yes
Andrea_Papini,male,yes
Riccardo_Pedrizzi,male,yes
Enrico_Pianetta,male,yes
Angelo_Picano,male,yes
Flaminio_Piccoli,male,yes
Luigi_Ramponi,male,yes
Giovanni_Ricevuto,male,yes
Roland_Riz,male,yes
Ettore_Spora,male,yes
Ettore_Romoli,male,yes
Maurizio_Ronconi,male,yes
Sergio_Rossi,male,yes
Vincenzo_Russo,male,yes
Antonio_Serena,male,yes
Paolo_Emilio_Taviani,male,yes
Giuseppe_Valentino,male,yes
Giuseppe_Carlo_Ferdinando_Vegas,male,yes
Cosimo_Ventucci,male,yes
Saverio_Vertone_Grimaldi,male,yes
Giorgio_Amendola,male,yes
Giuliano_Zoso,male,yes
Francesco_Tagliarini,male,yes
Rodolfo_Tambroni_Armaroli,male,yes
Alfonso_Tesauro,male,yes
Karl_Tinzl,male,yes
Giulio_Bruno_Togni,male,yes
Bruno_Trentin,male,yes
Ferdinando_Vacchetta,male,yes
Karl_Vaja,male,yes
Dario_Valori,male,yes
Domenico_Valori,male,yes
Athos_Valsecchi,male,yes
Giuseppe_Vedovato,male,yes
Gaetano_Vigo,male,yes
Friedrich_Volgger,male,yes
Lanfranco_Zucalli,male,yes
Faustino_Zugno,male,yes
Raffaele_Camba,male,yes
Emanuele_Terrana,male,yes
Fabrizio_Abbate,male,yes
Giancarlo_Abete,male,yes
Saverio_D'aquino,male,yes
Guido_Alberini,male,yes
Raffaele_Allocca,male,yes
Salvatore_Ando',male,yes
Giuseppe_Andreoli,male,yes
Lino_Armellin,male,yes
Bernardo_D'arezzo,male,yes
Giuseppe_Astone,male,yes
Giacomo_Sebastiano_Augello,male,yes
Nello_Balestracci,male,yes
Piero_Angelo_Balzardi,male,yes
Franco_Bassanini,male,yes
Alfredo_Biondi,male,yes
Tommaso_Bisagno,male,yes
Marco_Boato,male,yes
Francesco_Bruni,male,yes
Paolo_Caccia,male,yes
Danilo_De'_Cocci,male,yes
Carlo_Casini,male,yes
Carmelo_Conte,male,yes
Tullio_Abelli,male,yes
Felice_Contu,male,yes
Costante_Degan,male,yes
Paris_Dell'unto,male,yes
Francesco_Amodio,male,yes
Antonio_Del_Duca,male,yes
Filippo_Fiandrotti,male,yes
Publio_Fiori,male,yes
Donato_Mario_De_Leonardis,male,yes
Raffaele_Delfino,male,yes
Tarcisio_Gitti,male,yes
Ugo_Grippo,male,yes
